description,name,price,url
"Body: Ash. Top: Quilted maple. Bolt-on neck: Maple. Fretboard: Rosewood. Dot fretboard inlays. Neck profile: Thin C - thickness at the 1st fret: 20 mm / thickness at the 12th fret: 22 mm. Scale length: 648 mm (25.51""). Fretboard radius: 355 mm (13.98""). Nut width: 42 mm (1.65""). Graphite nut. 24 X-Jumbo frets. Pickups: 2 Schecter Diamond Plus humbuckers. 1 x Volume and 1 x tone control. 3-Way switch. Schecter machine heads. Black hardware. Strings: .010-.046. Colour: Charcoal Burst. Electric Guitar",Schecter C-6 Plus Charcoal Burst,€389,https://www.thomann.de/ie/schecter_c_6_plus_charcoal_burst.htm
"Mick Thomson Signature model. Body: Mahogany, with binding. Neck through: Maple, with scarf joint and graphite reinforcement. Fretboard: Ebony. Scale: 648 mm. 24 Jumbo frets. Tilted Back headstock. Pickups: 2 signature blackouts EMTY humbucker. 1 Volume controller. 3-Way switch. Jackson MTB bridge with fine tuner. Black hardware. Colour: Black. Electric guitar",Jackson Pro SL2 Mick Thomson Black,€858,https://www.thomann.de/ie/jackson_pro_sl2_mick_thomson_black.htm
Body: Mahogany. Top: Quilted maple. 3-Piece neck: Maple. Fretboard: Ebony. Fretboard radius: 305 mm. Nut width: 42 mm. Scale: 648 mm. Frets: 24 XJ. Pickups: 1 Active EMG 57-TW (bridge) & 1 Active EMG 66-TW (neck) humbucker. 1 Volume control (push/pull). 1 Tone controls (push/pull). 3-Way toggle switch. Hardware: Black. Machine heads: Gotoh locking. Bridge: Gotoh Tune-O-Matic with string-thru (-body). Colour: Blue Purple Graduation. Includes a case. Electric Guitar,ESP E-II Horizon NT-II BPG,"€2,250",https://www.thomann.de/ie/esp_e_ii_horizon_nt_ii_bpg.htm
"Body: Poplar. Neck: Maple. Fretboard: Laurel. Fretboard radius: 12"". Scale: 648 mm. 22 Frets. Pickups: 2 Humbuckers. 1 Volume knob and 1 tone knob. 3-Way blade switch. Fulcrum tremolo. Black hardware. Colour: Stealth black. Electric Guitar",Sterling by Music Man SUB SR30 Sting Ray HH SBK,€429,https://www.thomann.de/ie/sterling_by_music_man_sub_sr30_sting_ray_hh_sbk.htm
"Body: Swamp ash. Neck: Maple. Neck profile: C. Fretboard: Ebony. Nut: Graphite. Nut width: 43 mm. Frets: 24 Super stainless steel jumbo. Scale: 648 mm. Pickups: 2 Duncan Solar humbuckers. Controls: 1 Volume, 1 Tone. 5-Way switch. Bridge: Evertune F-Type. Machine heads: Solar locking 18:1. Colour: Trans Blood Red Matte. Optional case available under Article Nr .  (not included). Electric Guitar",Solar Guitars A1.6TBR,"€1,111",https://www.thomann.de/ie/solar_guitars_a16tbr.htm
"Cort G280 Seelct Trans Black; E-Guitar; Alder body, Flamed maple top, Bolt-on maple neck, Ergo-V neck profile, Rosewood fingerboard, 12""-16""/ 300mm- 400mm compound radius fingerboard, 25,5""/648mm scale length, 22 frets, Chrome hardware, Cort locking tuners, Cort CFA-III trem w/stainless steel block & plate, 2 Voiced Tone VTS-63 single coil pickups, 1 Voice Tone VTH-77 humbucker pickup, 1 volume and 1 tone pot, 5-way pickup lever switch, Trans black finish, Cort CFA-III Tremolo, original strings D´Addario EXL120(009-042) nickel wound strings",Cort G280 Select Trans Black,€555,https://www.thomann.de/ie/cort_g280_select_trans_black.htm
Body: Mahogany. GRG neck: Maple. Fretboard: New Zealand Pinewood with binding. Sharktooth inlays. 24 Jumbo frets. 2x IBZ-6 Humbuckers. Fixed bridge. Black hardware. Colour: Black Flat. Electric Guitar,Ibanez GRG121DX-BKF,€192,https://www.thomann.de/ie/ibanez_grg121dx_bkf.htm
"John Mayer Signature model. Body: Alder. Neck: Maple. Fretboard: Maple. Small Bird fretboard inlays. Fretboard radius: 7.25"". Scale: 648 mm. Nut width: 42 mm (1 21/32""). Bone nut. Neck profile: 635JM. Pickups: 3x 635JM single coil. 1 x Volume and 2 x tone controls. 5-Way switch. Colour: Tungsten. Includes gig bag. Electric Guitar",PRS John Mayer Silver Sky MN Tungs,"€2,699",https://www.thomann.de/ie/prs_john_mayer_silver_sky_mn_tungs.htm
"Body: Poplar. Bolt-on neck: Maple. Fretboard: Jatoba. Fretboard inlays: White dots. Neck thickness at the 1st fret: 20 mm / Neck thickness at the 12th fret: 22 mm. Scale: 648 mm (25.51""). Fretboard radius: 305 mm (12.01""). Nut width: 42 mm (1.65""). 22 Medium jumbo frets. Pickup: 2 Infinity R humbuckers (bridge and neck). 1 Volume control and 1 tone control. 3-Way switch. FAT6 tremolo. Ibanez machine heads. Chrome hardware. Ex-factory stringing: .009, .011, .016, .024, .032, .042. Colour: Blue. Electric Guitar",Ibanez GRX22EX-BL,€177,https://www.thomann.de/ie/ibanez_grx22ex_bl.htm
"Body: Basswood. Neck: Maple. Neck attachment: Neck-through-body. Fretboard: Ebony. Fretboard inlays: Alumiloid Piranha Tooth. Frets: 24 Jumbo. Nut: Floyd Rose 1000 Series Locking. Nut width: 42.9 mm (1.69""). Scale: 648 mm (25.51""). Compound fretboard radius: 305 - 406 mm (12"" - 16""). Pickups: 2 Custom Seymour Duncan Flat Strat SSL-6 single coils (neck & middle) & Seymour Duncan Distortion TB-6 humbucker (bridge). Controls: Volume & Tone. 5-Way switch. Tremolo: Floyd Rose 1000 Double-Locking. Hardware: Chrome. Machine heads: Closed Jackson diecast. Strings: NPS .009 - .042. Colour: Mirror. Electric Guitar",Jackson SL3R Pro Soloist Mirror,"€1,199",https://www.thomann.de/ie/jackson_sl3r_pro_soloist_mirror.htm
Adrian Smith (Iron Maiden) Signature Model. Body: Alder. Top: Quilted maple. Bolt-on neck: Maple. Fretboard: Maple. Black dot fretboard inlays. Compound fretboard radius: 305 - 406.4 mm. 22 Jumbo frets. Pickup: Seymour Duncan JB TB-4 humbucker (bridge) and 2 Samarium Cobalt Noiseless (SCN) Strat single coils (middle and neck). 1 Volume control and 1 tone control. 3-Way toggle switch. White pickguard. Original Floyd Rose tremolo. Black hardware. Colour: Trans Green. Case included. Made in USA. Electric Guitar,Jackson Adrian Smith USA Sel. SD TG,"€2,759",https://www.thomann.de/ie/jackson_adrian_smith_usa_sel._sd_tg.htm
"Jackson SL2H Soloist BLK electric guitar, USA Select, Alder Body, durchgehender Ahorn Hals, Ebony Fretboard, 24 Jumbo Frets, Scale 648mm, Nut at width 43mm,1x Seymour Duncan® JB™ TB4 Humbucking Pickup and 1x Seymour Duncan® ’59™ SH1N Humbucking Pickup, Floyd Rose Tremolo, color Black, inclusive. Case",Jackson SL2H Soloist BLK,"€3,444",https://www.thomann.de/ie/jackson_sl2h_soloist_blk.htm
"Cort G 280 Select Amber; E-Guitar, Alder body, Flamed maple top, Bolt-on maple neck, Ergo-V neck profile, Rosewood (dalbergia latifolia) fingerboard, 12""-16""/ 300mm- 400mm compound radius fingerboard, 25,5""/648mm scale length, 22 frets, Chrome hardware, Cort locking tuners, Cort CFA-III trem w/stainless steel block & plate, 2 Voiced Tone VTS-63 single coil pickups, 1 Voice Tone VTH-77 humbucker pickup, 1 volume and 1 tone pot, 5-way pickup lever switch, Amber finish, Cort CFA-III Tremolo, Original strings D´Addario EXL120(009-042) nickel wound strings",Cort G 280 Select Amber,€555,https://www.thomann.de/ie/cort_g_280_selct_amber.htm
Body: Poplar. Neck: Maple. Fretboard: Maple. Neck profile: PGMM. Black fretboard inlays. Scale: 564 mm. Nut width: 41 mm. 24 Medium frets. Fixed bridge. Pickup: Infinity R (neck) and Infinity R (bridge) humbuckers. 1 Volume control. 5-Way toggle switch. Black hardware. Colour: White. Electric Guitar,Ibanez PGMM31-WH Paul Gilbert Sign.,€183,https://www.thomann.de/ie/ibanez_pgmm31_wh.htm
"Michael Landau Signature 1968 Relic Stratocaster, Bleached 3-Color Sunburst. Artist Series. Body: Select lightweight alder. Maple neck. Custom C shape. 21 Narrow jumbo frets. Rosewood fretboard (Dalbergia latifolia). Scale 648 mm. Nut width 42 mm. Pickups: Custom Shop Fat '50s single coil. 5-Way switch, 1x volume and 2x tone control. Nickel/Chrome hardware. Vintage-style synchronized tremolo. 3-Plys mint green pickguard. Finish: Bleached 3-Color Sunburst. Incl. Case, strap and certificate. Electric Guitar",Fender Michael Landau 68 RelicStratSB,"€3,977",https://www.thomann.de/ie/fender_michael_landau_68_relicstratsb.htm
Body: American basswood. Top: Poplar burl. 11-Piece bolt-on neck: Maple / Walnut / Blue wood. Fretboard: Ebony. Fretboard inlays: Mother-of-Pearl dots. Neck profile: Wizard (1st fret thickness 18 mm / 12th fret thickness 20 mm). Scale: 648 mm. Fretboard radius: 400 mm. Nut width: 43 mm. Locking nut. 24 Jescar EVO Gold frets. Pickup: 2 DiMarzio Fusion Edge humbuckers. 1 Volume control and 1 tone control. 5-Way toggle switch. Edge-Zero II w/ZPS3Fe tremolo. Gotoh machine heads. Cosmo Black Hardware. Ex-factory stringing: D'Addario EXL120 .009 - .042. Colour: Charcoal Black Burst. Gig bag included. Electric Guitar,Ibanez RG1120PBZ-CKB Premium,"€1,190",https://www.thomann.de/ie/ibanez_rg1120pbz_ckb_premium.htm
"Vintera series. Body: Alder. Bolt-on neck: Maple. Fretboard: Pau Ferro. White dot fretboard inlays. Neck profile: Mid 60s C. Scale: 648 mm (25.5""). Fretboard radius: 184 mm (7.25""). Nut width: 42 mm (1.65""). Synthetic bone nut. 21 Vintage frets. Pickups: 3 Vintage Style 60s Strat Single Coils. Master Volume and 2 tone controls. 5-Way switch. Synchronised vintage style tremolo with 6 saddles. 3-Ply Mint Green pickguard. Vintage style machine heads. Nickel / chrome hardware finish. Strings: Fender USA 250L NPS .009 - .042 (Art.. ). Colour: Ice Blue Metallic. Includes Deluxe gig bag. Electric Guitar",Fender Vintera 60s Strat IBM,€868,https://www.thomann.de/ie/fender_vintera_60s_strat_ibm.htm
"Model: Custom Shop. Light ash body. Rift sawn maple neck. Rounded laminated rosewood fretboard (Dalbergia latifolia). Neck profile: '60s Style Oval ""C"". Fretboard radius: 241 mm. 21 Sanko 6105 medium jumbo frets. Pickups: 3x Hand-wound Fat '60/'63 single coils. 3-Ply parchment pickguard. Strat Blender wiring. Vintage hardware. Vintage tremolo. Nitrocellulose lacquer. Finish: Relic. Colour: Super Faded 3-Tone Sunburst. Includes a case and certificate. Electric Guitar",Fender 63 Strat Super Heavy Relic 3TS,"€4,398",https://www.thomann.de/ie/fender_63_strat_super_heavy_relic_3ts.htm
"Body: Poplar. Bolt-on neck: Maple. Fretboard: Laurel. Pearloid Sharkfin fretboard inlays. 24 Jumbo frets. Floyd Rose Special locking nut. Nut width: 42.9 mm (1.69""). Scale length: 648 mm (25.51""). Compound fretboard radius: 305 - 406 mm (12""- 16""). Pickups: 2 Jackson high-output humbuckers. Volume and tone controls. 3-Way switch. Jackson Double Locking Tremolo. Black hardware. Closed Jackson DieCast machine heads. Strings: NPS .009 - .042. Colour: Snow White. Electric Guitar",Jackson DK2X Dinky X Series Snow White,€599,https://www.thomann.de/ie/jackson_dk2x_dinky_x_series_snow_white.htm
"Body: Alder. Neck: Maple, matte. Fretboard: Pau Ferro. Scale: 648 mm. Nut width: 42 mm. 22 Frets. Pickups: New Series Player Alnico 2 Humbucker (bridge) and 2 New Player Alnico 5 Single Coils (middle and neck). Master volume controller. Tone control for neck & middle. Tone control for bridge. 5-Way switch. 2-Point tremolo. Standard sealed machine heads. Strings: Fender .009 - .042 (Art.. ). Colour: Capri. Electric Guitar",Fender Player Series Strat HSS PF Cap,€666,https://www.thomann.de/ie/fender_player_series_strat_hss_pf_cap.htm
"Pro series. Body: Ash. Three-piece continuous neck: Maple / wenge / maple. Fretboard: Ebony. Offset dots fretboard inlays. Scale length: 648 mm (25.51""). Compound fretboard radius: 304.8 mm (12"") to 406 mm (16""). Nut width: 43 mm (1.69""). Graph Tech TUSQ nut. 24 Jumbo frets. Pickups: 1 Fishman Open Core (P.A.F, Hot Rod, Single-Coil - Voicing) Direct Mounted Humbucker (bridge) and 1 Fishman Open Core (P.A.F, Hot Rod, Single-Coil - Voicing) Direct Mounted Humbucker (Neck). 1 x Volume control. 1 x Push / pull tone control. 5-Way switch. Hipshot HT6 bridge. Gotoh locking machine heads. Black hardware. Strings: NPS .009 - .042. Colour: Baked White. Electric Guitar",Jackson Pro Mod. DK Ash HT6 Baked Wh.,"€1,111",https://www.thomann.de/ie/jackson_pro_mod_dk_ash_ht6_baked_wh.htm
"Mahogany body. Ebony top. Maple neck with carbon reinforcement. Ebony fretboard. Abalone and Pearloid ""Vine of Life"" fretboard inlays. Neck profile: Thin C. Fretboard radius: 355 mm. Scale length: 648 mm. Nut width: 42 mm. Graph Tech XL Black Tusq nut. 24 X-Jumbo frets. Pickups: Schecter Diamond '78 Special (bridge) and Schecter Diamond '78 (neck) humbuckers. Volume and tone controls. 2-Way split switch. 3-Way switch. Wilkinson WVS50IIK tremolo. Strings: Ernie Ball Regular Slinky # 2221 .010 - .046. Colour: Natural matte. Electric Guitar",Schecter C-1 Exotic Ebony NS,€849,https://www.thomann.de/ie/schecter_c_1_exotic_ebony_ns.htm
"Body: Alder. Neck: Caramelised maple. Neck attachment: Bolt-on. Fretboard: Caramelised maple. Fretboard inlays: 4 mm Pearloid dots. Scale: 648 mm (25.51""). Compound fretboard radius: 305 - 406 mm (12"" - 16""). Nut width: 42.9 mm (1.69""). Nut: Graph Tech TUSQ XL. Frets: 24 Jumbo. Pickups: Custom Seymour Duncan Full Shred SH-10B humbucker (bridge), Seymour Duncan Custom Flat Strat SSL-6 single coil (middle), Custom Seymour Duncan AlNiCo II Pro APH-1N humbucker (neck). Controls: Volume & Tone. 5-Way switch. Tremolo: Gotoh Custom 510. Machine heads: Charvel diecast locking. Hardware: Gold-plated. Strings: Nickel-plated steel, .009 - .042. Colour: Mystic Blue. Electric Guitar",Charvel Pro-Mod DK24 HSH 2PT CM MB,€999,https://www.thomann.de/ie/charvel_pro_mod_dk24_hsh_2pt_cm_mb.htm
"Body: Maple. Neck: Maple. Neck attachment: Bolt-on. Fretboard: Maple. Fretboard inlays: Dot. Fretboard radius: 14"". Frets: 22 Medium jumbo. Scale: 648 mm. Pickup: 1x Seymour Duncan JB Zebra humbucker. 1 Volume control. Tremolo: Floyd RoseTM 1000 Series. Nickel hardware. Colour: Ruby Red. Electric Guitar",Kramer Guitars Baretta Vintage Ruby Red,€698,https://www.thomann.de/ie/kramer_guitars_baretta_vintage_ruby_red.htm
"Body: Basswood. Top: Spalted maple. Bolt-on neck: Heat-treated maple. Fretboard: Heat-treated maple. Fretboard inlays: Black dots. Neck profile: Wolfgang. Compound fretboard radius: 305 - 406 mm (12"" - 16""). Scale: 648 mm (25.5""). Nut width: 41 mm (1.625""). Floyd Rose R2 Locking nut. 22 Jumbo frets. Neck thickness at the 3th fret: 20 mm (0.79""). Neck thickness at the 12th fret: 22 mm (0.88""). Pickup: 2 Direct Mount Wolfgang Humbuckers. 1 Volume control and 1 tone control. 3-Way toggle switch. EVH Branded Floyd Rose Special double-locking tremolo. EVH Branded machine heads. Black chrome hardware. Ex-factory stringing: EVH nickel-plated steel .009 - .042. Colour: Natural. Electric Guitar",Evh Wolfgang WG Std Exotic SM,€549,https://www.thomann.de/ie/evh_wolfgang_wg_std_exotic_spalted.htm
"Swamp ash body. Maple top. Maple / blue wood neck with carbon reinforcement struts. Ebony fretboard. Neck profile: Ultra Thin ""U"". Fretboard radius: 305 - 406 mm. 24 X-Jumbo stainless steel frets. Compensated Ernie Ball nut. Nut width: 42 mm. Scale: 648 mm. Pickups: 2 Lundgren M6 humbuckers. 1 x Volume control. 1 x Tone control with push-pull function. 3-Way switch. Schecter Locking machine heads. Black / chrome hardware. Strings: Ernie Ball Regular Slinky # 2221 .010 - .046. Colour: Ember Burst. Electric Guitar",Schecter Banshee Mach -6 EB,"€1,699",https://www.thomann.de/ie/schecter_banshee_mach_6_eb.htm
"Michael Landau Signature 1968 Relic Stratocaster. Artist Series. Body: Select lightweight alder. Neck: Maple. Neck shape: Custom C. Frets: 21 Narrow jumbo. Fretboard: Rosewood (Dalbergia latifolia),. Scale: 648 mm. Nut width: 42 mm. Pickups: Custom Shop Fat 50's single coils. 5-Way switch. Controls: 1 Volume, 2 Tone. Hardware: Nickel / Chrome. Tremolo: Vintage-style synchronised. Pickguard: 3-Ply mint green. Colour: Black. Includes a case, strap and certificate. Electric Guitar",Fender Michael Landau 68 RelicStratBK,"€3,977",https://www.thomann.de/ie/fender_michael_landau_68_relicstratbk.htm
"GIO series. Body: Poplar. Bolt-on neck: Maple. Fretboard: Jatoba. White dot fretboard inlays. Neck profile: GRX (width at 1st fret: 19.5 mm - width at 12th fret: 21.5 mm). Scale: 648 mm (25.51""). Fretboard radius: 305 mm (12.01""). Nut width: 42 mm (1.65""). Plastic nut. 22 Medium frets. Pickups: Infinity RS humbucker (bridge) and 2 Infinity RS single coils (middle and neck). 1 x Volume and 1 x tone control. 5-Way switch. White pickguard. T106 tremolo. Ibanez machine heads. Chrome hardware. Strings: .009""- .042"". Colour: Black Night. Electric Guitar",Ibanez GRX40-BKN,€157,https://www.thomann.de/ie/ibanez_grx40_bkn.htm
"Body: Basswood. Bolt-on neck: Maple. Fretboard: Pau Ferro. Neck profile: ""C"". Fretboard radius: 350 mm. 22 Frets. Scale: 648 mm. Nut width: 42 mm. Double-Action truss rod. Pickup: 3 Roswell STA Alnico-5 Vintage ST-style single coils. 1 Volume control and 2 tone controls. 5-Way toggle switch. Tortoise pickguard. Chrome-plated deluxe hardware. Synchronised tremolo system. Kluson-Style machine heads. Ex-factory stringing: D'Addario .009 - .042. Colour: Black high gloss. Electric Guitar",Harley Benton ST-62 BK Vintage Series,€129,https://www.thomann.de/ie/harley_benton_st_62_bk_vintage_series.htm
"B.C. Rich Shredzilla Extreme Exotic with Hipshot Bridge - Flamed Maple Top, Trans Black Satin - Showroom Model, B.C. Rich Shredzilla Extreme Exotic with Hipshot Bridge, righthand version, 6-string electric guitar, 25.5"" (64.77 cm) scale, neck-through construction, Mahogany ""Nyatoh Palaquium"" body, Flamed Maple top, 5-piece Maple / Wenge neck, Indian Ebony fretboard, 14"" fingerboard radius, Graphtech nut, nut width 1.625"" (41.28 mm), 24 extra jumbo frets, active Fishman Fluence Modern Humbucker Alnico (neck), active Fishman Fluence Modern Humbucker Ceramic (bridge), active electronics, controls for Volume (P/P), push/pull function for voice selector, 3-way pickup selector toggle switch, push button kill switch, Grover Locking Rotomatic 18:1 tuners, locking straplocks, Hipshot hardtail bridge, black hardware, D'Addario NYXL0946 strings, Transparent Black Satin finish , fits into B.C. Rich model D gigbag (not included), fits into B.C. Rich Custom Shop Shredzilla case (not included)",BC Rich Shredzilla EX TB Showroom,"€1,250",https://www.thomann.de/ie/bc_rich_shredzilla_ex_tb_showroom.htm
"Build: Arched ""Modern Comfort"". Body: Mahogany. Top: Flamed maple veneer. 5-Piece neck-through-body: Maple / Mahogany. Fretboard: Macassar ebony. Fretboard inlays: White offset pearloid dots. Glow-in-the-dark side markers on the fretboard. Neck profile: Slim modern C (thickness at 1st fret 21 mm - thickness at 12th fret 23 mm). Wooden body binding. Matching headstock. Fretboard radius: 355.6 mm. Scale: 648 mm. Nut width: 42 mm. Graph Tech TUSQ nut. 24 Jumbo stainless steel frets. Dual action truss rod. Pickups: EMG Retro Active Hot 70 ceramic (bridge) and EMG Retro Active Hot 70 Alnico-5 (neck) humbuckers. Master volume control and master tone control. 3-Way switch. WSC HPS-6 Custom hardtail bridge. Grover locking machine heads. Black hardware. Ex-factory stringing: .010 - .046. Colour: Black Natural Flame Burst Satin. Made in Indonesia. Electric Guitar",Harley Benton Amarok-6 BKNT Flame Bu B-Stock,€444,https://www.thomann.de/ie/harley_benton_amarok_6_bknt_flame_bu_b_stock_492373.htm
"Body: Swamp ash. Set-in multi-piece neck: Maple / padauk with carbon reinforcement. Fretboard: Ebony. Neck profile: Thin C. Scale: 648 mm (25.5""). Nut width: 41.3 mm (1.63""). Fretboard radius: 12""- 16"". 24 X-Jumbo frets. Pickups: 1 Schecter USA Apocalypse-VI humbucker (bridge) and 1 sustainiac (neck). Floyd Rose 1500 Temolo. Grover machine heads. Colour: Rusty Grey. Electric Guitar",Schecter C-1 FR S Apocalypse Rusty Grey,"€1,333",https://www.thomann.de/ie/schecter_c_1_fr_s_apocalypse_rusty_grey.htm
Body: Mahogany. Neck: Maple. Fretboard: Jatoba. Fretboard inlays: Dots. Scale: 648 mm. Frets: 22 Jumbo. Pickups: 2 Infinity RS single coils (neck and middle) & 1 Infinity R humbucker (bridge). Tremolo: Vintage-type. Bridge: SAT10. Hardware: Chrome. Colour: Walnut Flat. Suitable cases available under Article Nrs .  and .  (both are not included). Electric Guitar,Ibanez GSA60-WNF Gio,€191,https://www.thomann.de/ie/ibanez_gsa60_wnf_gio.htm
"Body: Poplar. Neck: Maple. Fretboard: Maple. Fretboard radius: 12"". Scale: 648 mm. 22 Frets. Pickups: 1x Humbucker and 2x Vintage single coils. Controls: 1x Volume and 1x Tone. 5-Way blade switch. Fulcrum tremolo. Chrome hardware. Colour: Vintage Cream. Electric Guitar",Sterling by Music Man SUB CT30 Cutlass HSS VC,€369,https://www.thomann.de/ie/sterling_by_music_man_sub_ct30_cutlass_hss_vc.htm
Body: Poplar. Neck: Maple. Fretboard: Indian laurel. Scale: 648 mm. Nut width: 40.6 mm. Frets: 21 Medium jumbo. Pickups: 3 Standard single coils. Tremolo: Vintage-type. Colour: Black. Electric Guitar,Fender Squier Affinity Strat IL BK,€203,https://www.thomann.de/ie/fender_squier_affinity_strat_irl_bk.htm
"Axion Label series. Body: Nyatoh. Bolt-on 5 piece neck: Panga Panga / Walnut. Fretboard: Ebony. White step offset dot fretboard inlays. Neck profile: Nitro Wizard (thickness 1st fret, 19 mm - thickness 12th fret, 21 mm). Scale: 673 mm (26,5""). Fretboard radius: 400 mm (15.75""). Nut width: 43 mm (1.69""). Plastic nut. 24 jumbo frets. Pickups: 2 Fishman Fluence Modern Ceramic humbuckers. Volume control with push/pull function. 3-Way switch. Evertune bridge. Gotoh MGT locking machine heads. Black hardware. Factory stringing: Daddario EXL110 .010"" - .046"" (Article Nr. . ). Colour: Metallic grey matte. Electric Guitar",Ibanez RGD61ALET-MGM,"€1,385",https://www.thomann.de/ie/ibanez_rgd61alet_mgm.htm
"Nick Johnston Signature Model. Body: Alder. Fretboard: Ebony. Neck: Maple. Neck profile: Thin C. Fretboard radius: 355 mm (14""). Scale: 648 mm (25.5""). Nut width: 42 mm (1.65""). Graph Tech XL Black TUSQ nut. 22 X-Jumbo frets. Pickups: 3 Schecter Diamond Nick Johnston single coils. 1 Volume control. 1 Tone control. 5-Way switch. Diamond Vintage tremolo. Schecter locking machine heads. Chrome hardware. Ex-factory stringing: Ernie Ball Regular Slinky #2221 .010 - .046. Colour: Atomic snow. Electric Guitar",Schecter Nick Johnston Tradit. SSS AS,€899,https://www.thomann.de/ie/schecter_nick_johnston_tradit._sss_as.htm
"Poplar body. Bolt-on maple neck. Laurel fretboard. Pearloid Sharkfin fretboard inlays. 24 Jumbo frets. Black plastic nut. Nut width: 42.9 mm (1.69""). Scale: 648 mm (25.51""). Compound fretboard radius: 305 - 406 mm (12"" - 16""). 2 Jackson High Output humbucker pickups. Volume- and tone controls. 3-Way switch. Jackson HAT 6 string-through-body hardtail bridge. Black hardware. Closed Jackson diecast machine heads. Strings: NPS .009 - .042. Colour: Snow White. Electric Guitar",Jackson DK2X HT Dinky X Series SWH,€531,https://www.thomann.de/ie/jackson_dk2x_ht_dinky_x_series_swh.htm
"Body: Mahogany. 3-Piece neck: Maple. Fretboard: Ebony. Neck profile: C. Scale: 628 mm (24.748""). Fretboard radius: 16"". 24 Frets. Pickups: 2 Seymour Duncan JB humbuckers. 1 Volume control. 3-Way toggle. Tremolo: Floyd Rose 1000 Series. Hardware: Black chrome. Colour: Jet Black Metallic. Electric Guitar",Kramer Guitars Nightswan Jet Black Metallic,€888,https://www.thomann.de/ie/kramer_guitars_nightswan_jet_black_metallic.htm
"Body: Basswood. Top: Quilted maple. Neck: Maple. Neck attachment: Bolt-on. Neck shape: Ultra Thin C. Fretboard: Rosewood (Dalbergia latifolia). Inlays: Dot. 24 Jumbo frets. Nut: Graphite. Nut width: 42 mm (1.65""). Scale: 648 mm (25.51""). Fretboard radius: 355 mm (13.98""). Pickups: 2 Schecter Diamond Plus humbuckers. Controls: Volume - tone (Push/pull). Switch: 3-Way toggle. Bridge: Tune-o-Matic. Hardware surface: Chrome. Machine heads: Schecter. Colour: Electric magenta. Electric Guitar",Schecter C-6 Plus EM,€359,https://www.thomann.de/ie/schecter_c_6_plus_em.htm
Body: African mahogany. Top: Ash. Bolt-on neck: Maple/Wenge. Fretboard: Birdseye maple. Mother of pearl offset freboard inlays. Neck profile: Super Wizard HP. Fretboard radius: 430 mm. Nut width: 43 mm. Scale: 648 mm. 24 Jumbo frets. Pickup: 2 Fishman Fluence Modern Ceramic humbuckers. 1 Volume control and 1 tone control. 3-Way toggle switch. Edge tremolo. Cosmo Black Hardware. Colour: Frozen ocean. Case included. Electric Guitar,Ibanez RG5120M-FCN,"€1,899",https://www.thomann.de/ie/ibanez_rg5120m_fcn.htm
"Limited edition. Body: Nyatoh. Top: Flamed maple. Bolt-on neck: Roasted maple. Fretboard: Jatoba. Fretboard inlays: White dots. Neck profile: Wizard III (1st fret 19 mm thick - 12th fret 21 mm thick). 24 Jumbo frets. Nut width: 43 mm (1.69""). Scale: 648 mm (25.51""). Fretboard radius: 400 mm (15.75""). Neck thickness at the 1th fret: 19 mm. Neck thickness at the 12th fret: 21 mm. Locking nut. Pickup: 1 DiMarzio The Tone Zone (bridge) and 1 DiMarzio Air Norton (neck) humbuckers. 1 Volume control and 1 tone control. 3-Way switch. Ibanez Double Locking Tremolo. Golden hardware. Ibanez machine heads. Ex-factory stringing: .009 - .042. Colour: Blue Reef Gradation. Electric Guitar",Ibanez RG420HPFM-BRG,€789,https://www.thomann.de/ie/ibanez_rg420hpfm_brg.htm
"Yamaha Pacifica 112V Vintage White; e-guitar; alder body; maple neck; rosewood fretboard (Dalbergia latifolia); 22 frets; scale 648mm (25 1/2""); pickups 2x alnico single coil and 1x alnico humbucker; controls 5-way switch, master volume, master tone w/ push-pull coil tap switch; vintage style tremolo, neck satin finish, finish vintage white, incl. Remote Lesson practise hour at the Yamaha Music School",Yamaha Pacifica 112V VW RL,€306,https://www.thomann.de/ie/yamaha_pacifica_112v_vw_rl.htm
"FGN Boundary Odyssey Cherry Sunburst; ST-Style Electric Guitar; Body: Basswood; Neck: Maple; Fingerboard: Maple; Neck Mount: Bolt-On; 22 Medium frets with circle fretting system; Nut Width: 43 mm (1,69""); Scale: 648 mm (25,5""); Fingerbard Radius: 250 mm (9,84"") to 350 mm (13,78"") Compound Radius; Pickups: FGN Humbucker (Bridge), FGN Single Coil (Middle), FGN Single Coil (Neck); Controls: Volume, Tone, Coil-Tap Mini Schalter; Switch: 5-Way; Bridge: FGN FB-S05; Hardware Finish: Chrome; Tuners: GOTOH SD91-05M; Colour: Cherry Sunburst; Stock Strings: D'Addario EXL120 (.009-.042); Made in Japan",FGN Boundary Odyssey CS,€599,https://www.thomann.de/ie/fgn_boundary_odyssey_cs_521456.htm
Poplar body. Maple neck. Bolt-on neck attachment. Amaranth fretboard. Fretboard radius: 305 mm. Scale: 648 mm. Nut width: 42.8 mm. 22 Frets. 2 Jackson High Output humbucker pickups. Volume- and tone controls. 3-Way switch. 2-Point Fulcrum tremolo. Sealed diecast machine heads. Colour: Gloss White. Electric Guitar,Jackson JS11 Dinky AH WH,€152,https://www.thomann.de/ie/jackson_js11_dinky_ah_wh.htm
